survey_event_id,habitat_type,admin_unit_code,plot_name,date,observer,visit,temperature,humidity,sky,wind,bird_observation_count,unique_species_count
Forest|HAFE|HAFE-0044|2018-07-07|09:18:00|Elizabeth Oswald|2,Forest,HAFE,HAFE-0044,2018-07-07,Elizabeth Oswald,2,21.6000003814697,57.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,15,12
Forest|HAFE|HAFE-0053|2018-05-31|06:26:00|Brian Swimelar|1,Forest,HAFE,HAFE-0053,2018-05-31,Brian Swimelar,1,22.6000003814697,79.0999984741211,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,9,7
Forest|HAFE|HAFE-0053|2018-07-06|06:07:00|Elizabeth Oswald|2,Forest,HAFE,HAFE-0053,2018-07-06,Elizabeth Oswald,2,23.2000007629395,89.9000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,19,12
Forest|HAFE|HAFE-0061|2018-06-01|09:53:00|Kimberly Serno|1,Forest,HAFE,HAFE-0061,2018-06-01,Kimberly Serno,1,23.2000007629395,84.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,14,11
Forest|HAFE|HAFE-0061|2018-07-15|08:59:00|Brian Swimelar|2,Forest,HAFE,HAFE-0061,2018-07-15,Brian Swimelar,2,24.3999996185303,77.9000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,8,8
Forest|HAFE|HAFE-0074|2018-06-01|10:19:00|Kimberly Serno|1,Forest,HAFE,HAFE-0074,2018-06-01,Kimberly Serno,1,24.3999996185303,85.6999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,11,10
Forest|HAFE|HAFE-0074|2018-07-15|08:36:00|Brian Swimelar|2,Forest,HAFE,HAFE-0074,2018-07-15,Brian Swimelar,2,22.8999996185303,75.0,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,9,8
Forest|HAFE|HAFE-0083|2018-06-01|08:25:00|Brian Swimelar|1,Forest,HAFE,HAFE-0083,2018-06-01,Brian Swimelar,1,20.2999992370605,82.1999969482422,Fog,Light air movement (1-3 mph) smoke drifts,16,9
Forest|HAFE|HAFE-0083|2018-07-07|08:01:00|Elizabeth Oswald|2,Forest,HAFE,HAFE-0083,2018-07-07,Elizabeth Oswald,2,19.7000007629395,58.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,12,10
Forest|HAFE|HAFE-0118|2018-06-01|07:38:00|Brian Swimelar|1,Forest,HAFE,HAFE-0118,2018-06-01,Brian Swimelar,1,25.6000003814697,78.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,7,6
Forest|HAFE|HAFE-0118|2018-07-07|06:18:00|Elizabeth Oswald|2,Forest,HAFE,HAFE-0118,2018-07-07,Elizabeth Oswald,2,18.6000003814697,59.7999992370605,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,10,7
Forest|HAFE|HAFE-0133|2018-06-01|08:51:00|Elizabeth Oswald|1,Forest,HAFE,HAFE-0133,2018-06-01,Elizabeth Oswald,1,21.1000003814697,92.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,15,13
Forest|HAFE|HAFE-0133|2018-07-07|08:57:00|Kimberly Serno|2,Forest,HAFE,HAFE-0133,2018-07-07,Kimberly Serno,2,20.3999996185303,56.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,8,8
Forest|HAFE|HAFE-0154|2018-06-01|08:21:00|Elizabeth Oswald|1,Forest,HAFE,HAFE-0154,2018-06-01,Elizabeth Oswald,1,21.0,92.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,14,11
Forest|HAFE|HAFE-0154|2018-07-07|08:26:00|Kimberly Serno|2,Forest,HAFE,HAFE-0154,2018-07-07,Kimberly Serno,2,18.8999996185303,69.3000030517578,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",9,6
Forest|HAFE|HAFE-0160|2018-06-01|06:40:00|Brian Swimelar|1,Forest,HAFE,HAFE-0160,2018-06-01,Brian Swimelar,1,22.6000003814697,80.4000015258789,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,6,5
Forest|HAFE|HAFE-0160|2018-07-07|07:11:00|Elizabeth Oswald|2,Forest,HAFE,HAFE-0160,2018-07-07,Elizabeth Oswald,2,18.8999996185303,71.0,Clear or Few Clouds,"Gentle breeze (8-12 mph), leaves in motion",7,7
Forest|HAFE|HAFE-0174|2018-06-01|08:03:00|Elizabeth Oswald|1,Forest,HAFE,HAFE-0174,2018-06-01,Elizabeth Oswald,1,20.7000007629395,89.8000030517578,Fog,Light air movement (1-3 mph) smoke drifts,12,11
Forest|HAFE|HAFE-0174|2018-07-07|07:38:00|Kimberly Serno|2,Forest,HAFE,HAFE-0174,2018-07-07,Kimberly Serno,2,19.5,60.7000007629395,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",9,7
Forest|HAFE|HAFE-0192|2018-06-01|07:38:00|Elizabeth Oswald|1,Forest,HAFE,HAFE-0192,2018-06-01,Elizabeth Oswald,1,21.1000003814697,89.9000015258789,Fog,Light breeze (4-7 mph) wind felt on face,8,7
Forest|HAFE|HAFE-0192|2018-07-07|08:02:00|Kimberly Serno|2,Forest,HAFE,HAFE-0192,2018-07-07,Kimberly Serno,2,18.8999996185303,68.8000030517578,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,10,8
Forest|HAFE|HAFE-0195|2018-06-01|07:04:00|Elizabeth Oswald|1,Forest,HAFE,HAFE-0195,2018-06-01,Elizabeth Oswald,1,21.0,83.6999969482422,Fog,Light breeze (4-7 mph) wind felt on face,8,7
Forest|HAFE|HAFE-0195|2018-07-07|06:53:00|Kimberly Serno|2,Forest,HAFE,HAFE-0195,2018-07-07,Kimberly Serno,2,20.1000003814697,56.0999984741211,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",7,6
Forest|HAFE|HAFE-0208|2018-06-01|05:57:00|Elizabeth Oswald|1,Forest,HAFE,HAFE-0208,2018-06-01,Elizabeth Oswald,1,22.7000007629395,74.5,Fog,Calm (< 1 mph) smoke rises vertically,12,10
Forest|HAFE|HAFE-0208|2018-07-07|05:56:00|Kimberly Serno|2,Forest,HAFE,HAFE-0208,2018-07-07,Kimberly Serno,2,22.5,54.2999992370605,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,9,9
Forest|HAFE|HAFE-0218|2018-06-01|06:21:00|Elizabeth Oswald|1,Forest,HAFE,HAFE-0218,2018-06-01,Elizabeth Oswald,1,21.3999996185303,83.8000030517578,Fog,Light air movement (1-3 mph) smoke drifts,12,9
Forest|HAFE|HAFE-0218|2018-07-07|06:16:00|Kimberly Serno|2,Forest,HAFE,HAFE-0218,2018-07-07,Kimberly Serno,2,22.3999996185303,49.7999992370605,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,9,7
Forest|MANA|MANA-0002|2018-05-15|08:53:00|Elizabeth Oswald|1,Forest,MANA,MANA-0002,2018-05-15,Elizabeth Oswald,1,25.2000007629395,78.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,8,7
Forest|MANA|MANA-0002|2018-06-19|10:26:00|Brian Swimelar|2,Forest,MANA,MANA-0002,2018-06-19,Brian Swimelar,2,33.0,78.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,7,5
Forest|MANA|MANA-0011|2018-05-15|09:33:00|Brian Swimelar|1,Forest,MANA,MANA-0011,2018-05-15,Brian Swimelar,1,27.0,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,10,8
Forest|MANA|MANA-0011|2018-06-19|09:43:00|Kimberly Serno|2,Forest,MANA,MANA-0011,2018-06-19,Kimberly Serno,2,34.4000015258789,61.2999992370605,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,8,6
Forest|MANA|MANA-0025|2018-05-15|08:49:00|Brian Swimelar|1,Forest,MANA,MANA-0025,2018-05-15,Brian Swimelar,1,27.0,70.0,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,5,4
Forest|MANA|MANA-0025|2018-06-19|08:09:00|Kimberly Serno|2,Forest,MANA,MANA-0025,2018-06-19,Kimberly Serno,2,27.1000003814697,76.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,12,9
Forest|MANA|MANA-0027|2018-05-15|09:34:00|Elizabeth Oswald|1,Forest,MANA,MANA-0027,2018-05-15,Elizabeth Oswald,1,24.8999996185303,80.5,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",12,9
Forest|MANA|MANA-0027|2018-06-19|09:49:00|Brian Swimelar|2,Forest,MANA,MANA-0027,2018-06-19,Brian Swimelar,2,31.2000007629395,63.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,6,5
Forest|MANA|MANA-0030|2018-05-15|08:22:00|Elizabeth Oswald|1,Forest,MANA,MANA-0030,2018-05-15,Elizabeth Oswald,1,26.3999996185303,71.5,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,13,11
Forest|MANA|MANA-0030|2018-06-19|07:57:00|Brian Swimelar|2,Forest,MANA,MANA-0030,2018-06-19,Brian Swimelar,2,29.3999996185303,86.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,12,10
Forest|MANA|MANA-0039|2018-05-15|09:52:00|Elizabeth Oswald|1,Forest,MANA,MANA-0039,2018-05-15,Elizabeth Oswald,1,27.5,85.0999984741211,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",10,10
Forest|MANA|MANA-0039|2018-06-19|09:31:00|Brian Swimelar|2,Forest,MANA,MANA-0039,2018-06-19,Brian Swimelar,2,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,10,9
Forest|MANA|MANA-0054|2018-05-15|10:31:00|Elizabeth Oswald|1,Forest,MANA,MANA-0054,2018-05-15,Elizabeth Oswald,1,28.2000007629395,83.9000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,9,9
Forest|MANA|MANA-0054|2018-06-19|08:57:00|Brian Swimelar|2,Forest,MANA,MANA-0054,2018-06-19,Brian Swimelar,2,30.5,77.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,5,4
Forest|MANA|MANA-0060|2018-05-20|06:55:00|Brian Swimelar|1,Forest,MANA,MANA-0060,2018-05-20,Brian Swimelar,1,14.0,71.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,6,5
Forest|MANA|MANA-0060|2018-06-19|06:05:00|Kimberly Serno|2,Forest,MANA,MANA-0060,2018-06-19,Kimberly Serno,2,23.3999996185303,74.6999969482422,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,12,9
Forest|MANA|MANA-0067|2018-05-15|06:36:00|Brian Swimelar|1,Forest,MANA,MANA-0067,2018-05-15,Brian Swimelar,1,25.0,57.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,13,8
Forest|MANA|MANA-0067|2018-07-01|07:16:00|Kimberly Serno|2,Forest,MANA,MANA-0067,2018-07-01,Kimberly Serno,2,26.0,70.4000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,18,15
Forest|MANA|MANA-0091|2018-05-15|07:14:00|Kimberly Serno|1,Forest,MANA,MANA-0091,2018-05-15,Kimberly Serno,1,19.5,81.3000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,14,11
Forest|MANA|MANA-0091|2018-06-19|08:33:00|Elizabeth Oswald|2,Forest,MANA,MANA-0091,2018-06-19,Elizabeth Oswald,2,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,9,8
Forest|MANA|MANA-0094|2018-05-15|07:52:00|Kimberly Serno|1,Forest,MANA,MANA-0094,2018-05-15,Kimberly Serno,1,21.0,77.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,13,11
Forest|MANA|MANA-0094|2018-06-19|09:19:00|Elizabeth Oswald|2,Forest,MANA,MANA-0094,2018-06-19,Elizabeth Oswald,2,32.0999984741211,58.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",8,8
Forest|MANA|MANA-0106|2018-05-14|06:09:00|Brian Swimelar|1,Forest,MANA,MANA-0106,2018-05-14,Brian Swimelar,1,25.0,55.0,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,8,6
Forest|MANA|MANA-0106|2018-06-18|10:26:00|Kimberly Serno|2,Forest,MANA,MANA-0106,2018-06-18,Kimberly Serno,2,33.5999984741211,58.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,10,9
Forest|MANA|MANA-0119|2018-05-15|07:01:00|Elizabeth Oswald|1,Forest,MANA,MANA-0119,2018-05-15,Elizabeth Oswald,1,19.6000003814697,85.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,14,13
Forest|MANA|MANA-0119|2018-06-19|06:18:00|Brian Swimelar|2,Forest,MANA,MANA-0119,2018-06-19,Brian Swimelar,2,27.6000003814697,73.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,9,6
Forest|MANA|MANA-0131|2018-05-15|06:36:00|Kimberly Serno|1,Forest,MANA,MANA-0131,2018-05-15,Kimberly Serno,1,22.8999996185303,70.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,12,8
Forest|MANA|MANA-0131|2018-06-19|07:21:00|Elizabeth Oswald|2,Forest,MANA,MANA-0131,2018-06-19,Elizabeth Oswald,2,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,12,11
Forest|MANA|MANA-0163|2018-05-14|09:34:00|Elizabeth Oswald|1,Forest,MANA,MANA-0163,2018-05-14,Elizabeth Oswald,1,19.2000007629395,92.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,5,4
Forest|MANA|MANA-0163|2018-06-18|09:04:00|Brian Swimelar|2,Forest,MANA,MANA-0163,2018-06-18,Brian Swimelar,2,31.0,68.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,9,8
Forest|MANA|MANA-0170|2018-05-14|09:19:00|Brian Swimelar|1,Forest,MANA,MANA-0170,2018-05-14,Brian Swimelar,1,22.0,69.0,Fog,Calm (< 1 mph) smoke rises vertically,7,6
Forest|MANA|MANA-0170|2018-06-18|08:08:00|Kimberly Serno|2,Forest,MANA,MANA-0170,2018-06-18,Kimberly Serno,2,25.7000007629395,74.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,8,5
Forest|MANA|MANA-0202|2018-05-14|09:24:00|Kimberly Serno|1,Forest,MANA,MANA-0202,2018-05-14,Kimberly Serno,1,21.5,78.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,7,5
Forest|MANA|MANA-0202|2018-06-18|07:35:00|Elizabeth Oswald|2,Forest,MANA,MANA-0202,2018-06-18,Elizabeth Oswald,2,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,10,9
Forest|MANA|MANA-0205|2018-05-14|06:52:00|Elizabeth Oswald|1,Forest,MANA,MANA-0205,2018-05-14,Elizabeth Oswald,1,22.5,68.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,7,7
Forest|MANA|MANA-0205|2018-06-18|06:12:00|Brian Swimelar|2,Forest,MANA,MANA-0205,2018-06-18,Brian Swimelar,2,22.7999992370605,77.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,7,5
Forest|MANA|MANA-0218|2018-05-14|10:48:00|Elizabeth Oswald|1,Forest,MANA,MANA-0218,2018-05-14,Elizabeth Oswald,1,20.8999996185303,88.9000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,9,8
Forest|MANA|MANA-0218|2018-06-18|05:47:00|Kimberly Serno|2,Forest,MANA,MANA-0218,2018-06-18,Kimberly Serno,2,23.0,70.5999984741211,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,6,5
Forest|MANA|MANA-0223|2018-06-18|05:38:00|Elizabeth Oswald|2,Forest,MANA,MANA-0223,2018-06-18,Elizabeth Oswald,2,21.3999996185303,70.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,12,9
Forest|MANA|MANA-0229|2018-05-14|07:53:00|Elizabeth Oswald|1,Forest,MANA,MANA-0229,2018-05-14,Elizabeth Oswald,1,20.0,82.5999984741211,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,10,9
Forest|MANA|MANA-0229|2018-06-18|06:36:00|Brian Swimelar|2,Forest,MANA,MANA-0229,2018-06-18,Brian Swimelar,2,22.2999992370605,79.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,8,7
Forest|MANA|MANA-0240|2018-05-14|07:32:00|Kimberly Serno|1,Forest,MANA,MANA-0240,2018-05-14,Kimberly Serno,1,19.2999992370605,86.1999969482422,Fog,Calm (< 1 mph) smoke rises vertically,16,15
Forest|MANA|MANA-0240|2018-06-18|06:43:00|Elizabeth Oswald|2,Forest,MANA,MANA-0240,2018-06-18,Elizabeth Oswald,2,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,16,14
Forest|MANA|MANA-0243|2018-05-14|06:50:00|Kimberly Serno|1,Forest,MANA,MANA-0243,2018-05-14,Kimberly Serno,1,20.6000003814697,73.5999984741211,Fog,Calm (< 1 mph) smoke rises vertically,9,7
Forest|MANA|MANA-0243|2018-06-18|06:02:00|Elizabeth Oswald|2,Forest,MANA,MANA-0243,2018-06-18,Elizabeth Oswald,2,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,12,8
Forest|MANA|MANA-0253|2018-05-14|08:57:00|Elizabeth Oswald|1,Forest,MANA,MANA-0253,2018-05-14,Elizabeth Oswald,1,20.2999992370605,88.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,11,10
Forest|MANA|MANA-0253|2018-06-18|08:11:00|Brian Swimelar|2,Forest,MANA,MANA-0253,2018-06-18,Brian Swimelar,2,27.7999992370605,68.3000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,11,10
Forest|MONO|MONO-0026|2018-05-07|08:38:00|Kimberly Serno|1,Forest,MONO,MONO-0026,2018-05-07,Kimberly Serno,1,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,19,14
Forest|MONO|MONO-0026|2018-06-14|05:56:00|Brian Swimelar|2,Forest,MONO,MONO-0026,2018-06-14,Brian Swimelar,2,24.1000003814697,60.4000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,11,9
Forest|MONO|MONO-0038|2018-05-07|07:52:00|Kimberly Serno|1,Forest,MONO,MONO-0038,2018-05-07,Kimberly Serno,1,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,16,12
Forest|MONO|MONO-0038|2018-06-14|07:52:00|Brian Swimelar|2,Forest,MONO,MONO-0038,2018-06-14,Brian Swimelar,2,29.2000007629395,68.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,8,6
Forest|MONO|MONO-0039|2018-05-07|07:32:00|Kimberly Serno|1,Forest,MONO,MONO-0039,2018-05-07,Kimberly Serno,1,16.1000003814697,71.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,13,10
Forest|MONO|MONO-0039|2018-06-14|08:12:00|Brian Swimelar|2,Forest,MONO,MONO-0039,2018-06-14,Brian Swimelar,2,26.8999996185303,64.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,7,6
Forest|MONO|MONO-0044|2018-05-10|10:24:00|Kimberly Serno|1,Forest,MONO,MONO-0044,2018-05-10,Kimberly Serno,1,20.7999992370605,74.5999984741211,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,6,6
Forest|MONO|MONO-0044|2018-06-04|10:19:00|Elizabeth Oswald|2,Forest,MONO,MONO-0044,2018-06-04,Elizabeth Oswald,2,24.7000007629395,57.5,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,13,11
Forest|MONO|MONO-0052|2018-05-10|06:17:00|Elizabeth Oswald|1,Forest,MONO,MONO-0052,2018-05-10,Elizabeth Oswald,1,15.5,80.6999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,13,13
Forest|MONO|MONO-0052|2018-06-14|09:50:00|Kimberly Serno|2,Forest,MONO,MONO-0052,2018-06-14,Kimberly Serno,2,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,11,11
Forest|MONO|MONO-0056|2018-05-07|06:50:00|Kimberly Serno|1,Forest,MONO,MONO-0056,2018-05-07,Kimberly Serno,1,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,15,12
Forest|MONO|MONO-0056|2018-06-14|07:17:00|Brian Swimelar|2,Forest,MONO,MONO-0056,2018-06-14,Brian Swimelar,2,24.7999992370605,65.4000015258789,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,11,8
Forest|MONO|MONO-0061|2018-05-07|09:31:00|Elizabeth Oswald|1,Forest,MONO,MONO-0061,2018-05-07,Elizabeth Oswald,1,17.2000007629395,90.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,15,12
Forest|MONO|MONO-0061|2018-06-14|05:39:00|Kimberly Serno|2,Forest,MONO,MONO-0061,2018-06-14,Kimberly Serno,2,22.5,68.5,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,18,10
Forest|MONO|MONO-0069|2018-05-08|09:09:00|Elizabeth Oswald|1,Forest,MONO,MONO-0069,2018-05-08,Elizabeth Oswald,1,15.1999998092651,77.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,15,14
Forest|MONO|MONO-0069|2018-06-14|06:00:00|Kimberly Serno|2,Forest,MONO,MONO-0069,2018-06-14,Kimberly Serno,2,22.6000003814697,61.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,17,10
Forest|MONO|MONO-0074|2018-05-07|10:41:00|Elizabeth Oswald|1,Forest,MONO,MONO-0074,2018-05-07,Elizabeth Oswald,1,25.7000007629395,48.5999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,17,15
Forest|MONO|MONO-0074|2018-06-05|07:09:00|Kimberly Serno|2,Forest,MONO,MONO-0074,2018-06-05,Kimberly Serno,2,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,18,15
Forest|MONO|MONO-0077|2018-05-08|08:48:00|Elizabeth Oswald|1,Forest,MONO,MONO-0077,2018-05-08,Elizabeth Oswald,1,15.1999998092651,77.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,17,14
Forest|MONO|MONO-0077|2018-06-05|06:15:00|Kimberly Serno|2,Forest,MONO,MONO-0077,2018-06-05,Kimberly Serno,2,15.6000003814697,75.3000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,10,8
Forest|MONO|MONO-0084|2018-05-08|07:53:00|Elizabeth Oswald|1,Forest,MONO,MONO-0084,2018-05-08,Elizabeth Oswald,1,15.1999998092651,17.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,14,11
Forest|MONO|MONO-0084|2018-06-05|07:45:00|Kimberly Serno|2,Forest,MONO,MONO-0084,2018-06-05,Kimberly Serno,2,19.6000003814697,72.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,8,7
Forest|MONO|MONO-0091|2018-05-08|07:32:00|Elizabeth Oswald|1,Forest,MONO,MONO-0091,2018-05-08,Elizabeth Oswald,1,15.1999998092651,78.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,17,16
Forest|MONO|MONO-0091|2018-06-05|08:04:00|Kimberly Serno|2,Forest,MONO,MONO-0091,2018-06-05,Kimberly Serno,2,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,9,6
Forest|MONO|MONO-0101|2018-05-07|06:57:00|Elizabeth Oswald|1,Forest,MONO,MONO-0101,2018-05-07,Elizabeth Oswald,1,11.0,90.8000030517578,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,9,5
Forest|MONO|MONO-0101|2018-06-04|08:02:00|Kimberly Serno|2,Forest,MONO,MONO-0101,2018-06-04,Kimberly Serno,2,19.1000003814697,65.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,6,5
Forest|MONO|MONO-0105|2018-05-07|06:20:00|Elizabeth Oswald|1,Forest,MONO,MONO-0105,2018-05-07,Elizabeth Oswald,1,11.1999998092651,81.5,Fog,Light air movement (1-3 mph) smoke drifts,6,5
Forest|MONO|MONO-0105|2018-06-04|08:58:00|Kimberly Serno|2,Forest,MONO,MONO-0105,2018-06-04,Kimberly Serno,2,17.3999996185303,77.0999984741211,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,4,4
Forest|MONO|MONO-0106|2018-05-07|05:56:00|Elizabeth Oswald|1,Forest,MONO,MONO-0106,2018-05-07,Elizabeth Oswald,1,16.5,64.9000015258789,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,14,13
Forest|MONO|MONO-0106|2018-06-04|08:41:00|Kimberly Serno|2,Forest,MONO,MONO-0106,2018-06-04,Kimberly Serno,2,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,13,9
Forest|NACE|NACE-0080|2018-05-12|06:03:00|Kimberly Serno|1,Forest,NACE,NACE-0080,2018-05-12,Kimberly Serno,1,20.0,67.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,13,10
Forest|NACE|NACE-0080|2018-06-17|05:59:00|Elizabeth Oswald|2,Forest,NACE,NACE-0080,2018-06-17,Elizabeth Oswald,2,22.1000003814697,77.5999984741211,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,11,11
Forest|NACE|NACE-0081|2018-05-12|05:40:00|Kimberly Serno|1,Forest,NACE,NACE-0081,2018-05-12,Kimberly Serno,1,20.8999996185303,66.6999969482422,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,8,7
Forest|NACE|NACE-0081|2018-06-17|05:36:00|Elizabeth Oswald|2,Forest,NACE,NACE-0081,2018-06-17,Elizabeth Oswald,2,22.7000007629395,69.6999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,7,5
Forest|NACE|NACE-0086|2018-05-12|08:22:00|Kimberly Serno|1,Forest,NACE,NACE-0086,2018-05-12,Kimberly Serno,1,19.8999996185303,72.5,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,12,9
Forest|NACE|NACE-0086|2018-06-17|06:41:00|Elizabeth Oswald|2,Forest,NACE,NACE-0086,2018-06-17,Elizabeth Oswald,2,21.3999996185303,82.4000015258789,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,8,6
Forest|NACE|NACE-0087|2018-05-12|06:21:00|Kimberly Serno|1,Forest,NACE,NACE-0087,2018-05-12,Kimberly Serno,1,18.7000007629395,75.0999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,9,8
Forest|NACE|NACE-0087|2018-06-17|06:13:00|Elizabeth Oswald|2,Forest,NACE,NACE-0087,2018-06-17,Elizabeth Oswald,2,21.7999992370605,83.1999969482422,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,7,4
Forest|NACE|NACE-0094|2018-05-12|08:52:00|Kimberly Serno|1,Forest,NACE,NACE-0094,2018-05-12,Kimberly Serno,1,20.1000003814697,74.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,14,10
Forest|NACE|NACE-0094|2018-06-17|09:07:00|Elizabeth Oswald|2,Forest,NACE,NACE-0094,2018-06-17,Elizabeth Oswald,2,23.8999996185303,82.5,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,11,11
